poi_id,query_date,city,stage,source,name,category,type,address,location,estimated_ticket_cny,opening_hours,reservation,priority,notes
poi-03-shaxi-jianchuan-20260514-011,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,宝相寺,山地/石窟,风景名胜;风景名胜;寺庙道观,甸南镇石宝山(西南角),"99.832246,26.387720",以官方当日票价为准,白天开放，天气/道路稳定后再定,需官方渠道核验,候选,需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-012,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,石宝山海云居,山地/石窟,风景名胜;风景名胜相关;旅游景点,石宝山内(东侧),"99.846310,26.392952",以官方当日票价为准,白天开放，天气/道路稳定后再定,需官方渠道核验,候选,需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-013,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,野生猴群,山地/石窟,风景名胜;公园广场;动物园,县城西南25公里处石宝山(西南角),"99.834155,26.385202",以官方当日票价为准,白天开放，天气/道路稳定后再定,需官方渠道核验,候选,需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-014,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,海云禅寺,山地/石窟,风景名胜;风景名胜;寺庙道观,石宝山内(东侧),"99.845684,26.392548",以官方当日票价为准,白天开放，天气/道路稳定后再定,需官方渠道核验,候选,需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-015,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,幽情谷,山地/石窟,风景名胜;风景名胜;风景名胜,县城西南25公里处石宝山,"99.834993,26.355649",以官方当日票价为准,白天开放，天气/道路稳定后再定,需官方渠道核验,候选,需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-016,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,石宝山-休息亭,山地/石窟,风景名胜;风景名胜相关;旅游景点,石宝山内(东侧),"99.847265,26.392920",以官方当日票价为准,白天开放，天气/道路稳定后再定,需官方渠道核验,候选,需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-017,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,财神殿,山地/石窟,风景名胜;风景名胜;寺庙道观,石宝山海云居(石宝山公路西),"99.846432,26.391611",以官方当日票价为准,白天开放，天气/道路稳定后再定,需官方渠道核验,候选,需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-018,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,剑川石宝山景区-游客休息室,山地/石窟,风景名胜;公园广场;公园内部设施,第十一号石窟南侧210米,"99.837225,26.356075",以官方当日票价为准,白天开放，天气/道路稳定后再定,需官方渠道核验,候选,需看天气和交通，不包车硬去
poi-03-shaxi-jianchuan-20260514-019,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,剑川古城,古城,风景名胜;风景名胜相关;旅游景点,金华镇东门街与学门口交叉口东南60米,"99.904066,26.528288",0,全天开放,无需预约，临时管控以现场公告为准,候选,交通顺路时考虑
poi-03-shaxi-jianchuan-20260514-020,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,剑川县民主广场遗址,古城,风景名胜;风景名胜相关;旅游景点,金华镇永丰南路金华一小,"99.899460,26.526928",0,全天开放,无需预约，临时管控以现场公告为准,候选,交通顺路时考虑
poi-03-shaxi-jianchuan-20260514-021,2026-05-14,剑川,03-shaxi-jianchuan,高德地图 REST place/text,沙溪古镇-寺登街,古城,风景名胜;风景名胜;风景名胜,沙溪镇084县道沙溪古镇内(东侧),"99.852755,26.315982",0,全天开放,无需预约，临时管控以现场公告为准,候选,交通顺路时考虑
